id,fb_soclife_base,fb_soclife_end,fb_soclife_diff
14935,-2,-2,0
14965,0,1,1
14969,0,0,0
14970,0,2,2
14974,0,0,0
14991,-1,1,2
15023,2,1,-1
15027,-1,-1,0
15035,0,2,2
15036,2,1,-1
15046,1,2,1
15047,2,2,0
15059,-2,-3,-1
15074,-1,-2,-1
15076,1,-3,-4
15078,0,0,0
15087,1,3,2
15089,-1,-2,-1
15096,0,1,1
15098,2,-2,-4
15100,0,2,2
15106,-2,-2,0
15107,4,4,0
15113,1,-1,-2
15116,3,1,-2
15146,-1,-2,-1
15157,-3,-3,0
15160,0,-1,-1
15163,1,1,0
15166,5,0,-5
15174,2,2,0
15183,0,1,1
15204,-1,0,1
15213,2,2,0
15220,-2,-2,0
15230,1,-1,-2
15236,-1,-3,-2
15261,-2,-2,0
15275,-2,-2,0
15287,1,0,-1
15292,-3,-4,-1
15299,1,-1,-2
15301,1,1,0
15306,-1,1,2
15316,0,2,2
15336,0,0,0
15346,1,3,2
15352,0,1,1
15371,-2,-2,0
15393,3,2,-1
15412,-1,1,2
15425,2,2,0
15437,-2,-2,0
15440,1,1,0
15441,-2,-2,0
15448,2,2,0
15460,0,-1,-1
15465,2,2,0
15471,0,0,0
15503,-1,-2,-1
15504,-1,-2,-1
15507,1,0,-1
15516,0,-1,-1
15519,2,2,0
15524,-2,-2,0
15545,2,1,-1
15564,-1,0,1
15567,2,2,0
15575,-3,-2,1
15608,-5,-3,2
15618,-5,-2,3
15636,-1,-3,-2
15645,2,2,0
15661,1,1,0
15664,-1,-2,-1
15667,-1,-1,0
15678,2,-1,-3
15691,-1,1,2
15696,-2,-3,-1
15697,-2,-1,1
15716,2,2,0
15725,3,2,-1
15726,3,2,-1
15751,-2,-2,0
15759,-2,-3,-1
15761,-5,-2,3
15770,-1,-2,-1
15781,2,5,3
15783,-1,-2,-1
15799,0,-2,-2
15802,-1,-3,-2
15804,2,4,2
15808,-2,-4,-2
15817,0,0,0
15821,-1,-2,-1
15824,3,3,0
15831,-2,-2,0
15833,-1,1,2
15839,0,2,2
15845,-4,-2,2
15860,-2,0,2
15909,1,1,0
15912,0,0,0
15914,-1,-2,-1
15921,1,1,0
15926,-1,0,1
15929,0,1,1
15933,-1,-2,-1
15951,-3,-1,2
15952,-3,-5,-2
16006,-2,-4,-2
16024,-1,2,3
16028,0,-2,-2
16041,-1,0,1
16051,4,1,-3
16088,3,2,-1
16102,-3,-2,1
16104,-2,-2,0
16105,3,2,-1
16109,0,-1,-1
16115,-2,0,2
16119,1,1,0
16126,2,3,1
16132,0,0,0
16135,-5,-5,0
16142,2,-1,-3
16151,4,3,-1
16155,-1,-1,0
16157,0,2,2
16160,2,2,0
16162,1,1,0
16169,0,1,1
16172,3,2,-1
16181,2,2,0
16183,-2,-2,0
16189,-3,-3,0
16192,-1,0,1
16222,1,2,1
16226,2,1,-1
16240,2,1,-1
16247,0,3,3
16260,-2,-1,1
16274,0,-1,-1
16282,2,3,1
16302,-3,-3,0
16320,-1,-1,0
16328,-1,-2,-1
16334,-2,0,2
16349,1,1,0
16359,5,5,0
16360,2,2,0
16371,0,0,0
16393,0,0,0
16401,-2,-2,0
16402,-1,0,1
16403,-1,0,1
16432,2,-1,-3
16439,2,3,1
16446,0,0,0
16450,1,2,1
16460,0,0,0
16462,1,1,0
16471,-2,1,3
16475,1,-2,-3
16483,0,1,1
16518,0,0,0
16526,-1,-1,0
16556,-1,1,2
16560,1,-1,-2
16563,0,-1,-1
16567,1,1,0
16569,-2,-2,0
16596,-1,-3,-2
16603,0,0,0
16613,0,1,1
16614,-1,0,1
16615,-1,-2,-1
16647,-2,1,3
16648,-5,-3,2
16667,1,1,0
16679,0,1,1
16718,-2,-2,0
16729,3,-3,-6
16731,-1,-2,-1
16756,0,-2,-2
16766,1,1,0
16780,1,1,0
16805,-2,3,5
16810,2,5,3
16826,2,0,-2
16838,-1,-1,0
16843,0,0,0
16865,2,0,-2
16868,-4,3,7
16922,-2,-1,1
16932,-1,-2,-1
16939,-2,-1,1
16954,1,-2,-3
16959,-3,-3,0
16969,-2,-2,0
16972,1,0,-1
16974,1,1,0
16979,1,2,1
16988,-1,-1,0
17007,-1,-3,-2
17008,2,1,-1
17011,0,0,0
17018,-1,-1,0
17024,-2,-2,0
17057,1,-1,-2
17062,-1,3,4
17072,-1,-2,-1
17102,0,0,0
17103,3,3,0
17132,1,1,0
17136,0,-1,-1
17138,0,-3,-3
17179,-4,-2,2
17184,0,1,1
17190,-2,-1,1
17193,-4,-2,2
17194,0,0,0
17197,-3,-3,0
17208,1,0,-1
17228,1,-1,-2
17241,1,1,0
17243,-3,-2,1
17252,0,1,1
17255,1,1,0
17284,-2,-2,0
17293,-1,0,1
17295,1,1,0
17304,3,3,0
17308,4,5,1
17316,-2,0,2
17348,-2,1,3
17351,-1,-2,-1
17353,1,1,0
17367,1,-1,-2
17371,2,1,-1
17373,0,3,3
17379,-1,2,3
17391,1,0,-1
17397,-1,-1,0
17405,0,0,0
17409,0,-1,-1
17433,2,-2,-4
17437,0,0,0
17442,5,5,0
17448,3,-5,-8
17476,-2,-2,0
17478,2,1,-1
17487,-1,-1,0
17496,1,-1,-2
17511,-2,-2,0
17515,-2,-1,1
17530,1,1,0
17532,1,0,-1
17539,0,-2,-2
17544,0,1,1
17561,2,2,0
17570,-1,-1,0
17573,-3,-3,0
17574,2,2,0
17582,-2,-1,1
17594,-2,-2,0
17619,0,0,0
17620,3,1,-2
17621,2,2,0
17626,2,2,0
17669,1,-4,-5
17682,0,0,0
17701,-1,-3,-2
17728,3,3,0
17732,-2,0,2
17741,2,-1,-3
17747,2,2,0
17752,1,1,0
17779,3,3,0
17791,1,1,0
17815,0,0,0
17843,-2,-2,0
17872,2,1,-1
17873,-1,-2,-1
17881,0,0,0
17903,-4,-5,-1
17910,3,-3,-6
17924,-1,-2,-1
17935,1,1,0
17949,0,2,2
17961,1,2,1
17972,0,1,1
17992,2,3,1
18007,1,-2,-3
18010,-1,1,2
18025,-3,-3,0
18035,-1,0,1
18037,-2,0,2
18078,1,1,0
18081,-1,0,1
18106,-2,-1,1
18109,-1,-1,0
18112,-1,1,2
18119,1,1,0
18155,-2,-1,1
18156,2,1,-1
18162,2,2,0
18164,-2,-1,1
18168,-2,-3,-1
18172,-3,-3,0
18192,0,1,1
18193,0,-3,-3
18202,1,0,-1
18217,-2,-3,-1
18253,-2,-1,1
18260,0,0,0
18272,2,-1,-3
18279,2,2,0
18286,1,1,0
18303,3,-1,-4
18305,2,0,-2
18321,2,2,0
18324,2,0,-2
18349,1,1,0
18351,-1,2,3
18389,2,2,0
18390,0,0,0
18402,0,-2,-2
18407,-1,2,3
18430,-1,1,2
18447,2,3,1
18451,-2,-2,0
18459,0,0,0
18482,0,0,0
18498,-1,-1,0
18500,-1,-2,-1
18526,0,3,3
18549,-3,-3,0
18556,2,2,0
18560,-2,0,2
18574,-2,1,3
18580,-4,-3,1
18610,-1,1,2
18615,3,0,-3
18616,-1,-1,0
18619,-2,0,2
18625,0,-1,-1
18627,-1,1,2
18628,-2,0,2
18642,2,3,1
18646,0,1,1
18649,0,0,0
18658,2,2,0
18667,-3,2,5
18675,1,3,2
18684,2,2,0
18693,-2,-5,-3
18694,3,3,0
18700,-2,-2,0
18721,-2,-1,1
18725,5,3,-2
18736,1,1,0
18749,0,-1,-1
18769,-1,2,3
18780,-3,-3,0
18796,0,3,3
18817,1,2,1
18819,1,-1,-2
18829,2,-5,-7
18830,2,0,-2
18872,-2,0,2
18879,-3,-2,1
18894,0,0,0
18911,0,1,1
18940,-4,-3,1
18949,1,-3,-4
18958,0,0,0
18972,-4,3,7
18983,-1,-1,0
18988,-1,-1,0
19020,-1,-5,-4
19028,1,-2,-3
19032,-4,-2,2
19060,1,-1,-2
19072,1,2,1
19085,-1,1,2
19102,0,0,0
19103,0,2,2
19114,-1,1,2
19144,-1,-1,0
19150,-2,-2,0
19151,-1,1,2
19155,1,-1,-2
19218,-1,0,1
19229,-3,3,6
19230,3,3,0
19244,-3,-2,1
19245,-3,-3,0
19263,5,5,0
19278,2,1,-1
19297,-2,0,2
19304,-1,-1,0
19316,-2,-1,1
19318,2,2,0
19323,0,-2,-2
19344,-1,-1,0
19353,0,-1,-1
19364,1,3,2
19377,0,-1,-1
19386,0,-2,-2
19388,-1,1,2
19414,-1,-1,0
19417,-2,-2,0
19429,-2,-2,0
19431,-3,-2,1
19434,1,1,0
19437,-3,-3,0
19446,0,0,0
19451,-2,-2,0
19454,-2,1,3
19456,-4,-5,-1
19492,1,1,0
19495,0,0,0
19498,-2,-2,0
19503,2,1,-1
19507,-2,0,2
19510,-1,-1,0
19526,0,2,2
19534,-2,1,3
19536,-1,-3,-2
19553,2,2,0
19565,3,-3,-6
19571,2,2,0
19597,0,0,0
19599,-3,-2,1
19627,-2,-5,-3
19642,1,2,1
19651,1,1,0
19665,-1,-2,-1
19683,2,2,0
19690,-2,0,2
19696,-1,-1,0
19699,-2,-2,0
19705,-2,1,3
19709,1,2,1
19710,1,1,0
19713,-3,-3,0
19714,3,4,1
19732,-2,-1,1
19775,3,3,0
19786,2,-3,-5
19794,4,3,-1
19796,0,-2,-2
19827,-1,-2,-1
19854,1,4,3
19859,0,0,0
19862,-1,2,3
19867,3,3,0
19878,3,3,0
19882,1,0,-1
19884,-1,-2,-1
19904,2,-1,-3
19917,-1,0,1
19934,-1,-2,-1
19938,-5,-5,0
19965,-2,1,3
19990,0,2,2
20019,-2,-1,1
20024,1,1,0
20033,3,2,-1
20035,-1,0,1
20038,-3,-2,1
20040,-1,0,1
20052,1,1,0
20054,1,2,1
20058,0,-2,-2
20059,0,2,2
20078,-1,-1,0
20087,-1,-1,0
20088,1,2,1
20104,-1,-3,-2
20117,-2,-2,0
20135,-3,2,5
20136,2,0,-2
20141,-2,-1,1
20152,0,0,0
20169,2,1,-1
20175,2,3,1
20189,3,2,-1
20199,2,-2,-4
20206,-3,-2,1
20217,-3,0,3
20227,-2,-1,1
20229,0,-2,-2
20239,0,0,0
20243,1,0,-1
20251,2,-2,-4
20269,-4,0,4
20274,1,1,0
20276,-5,1,6
20296,2,2,0
20308,-3,-2,1
20351,2,-5,-7
20356,-2,-2,0
20377,0,0,0
20382,0,0,0
20389,3,-3,-6
20399,-1,-1,0
20413,3,2,-1
20418,1,1,0
20420,1,2,1
20440,-2,-2,0
20448,-3,-4,-1
20492,2,1,-1
20501,-1,-2,-1
20509,-1,-2,-1
20510,3,1,-2
20519,2,-2,-4
20522,-1,-2,-1
20531,-2,0,2
20542,2,2,0
20547,3,2,-1
20571,2,2,0
20572,4,1,-3
20575,-2,-2,0
20578,-2,-4,-2
20581,1,0,-1
20592,1,-3,-4
20612,1,1,0
20623,0,-1,-1
20645,-1,1,2
20651,2,2,0
20654,-3,-5,-2
20666,4,4,0
20670,-1,-1,0
20682,-2,-2,0
20693,1,0,-1
20696,-1,-1,0
20706,1,1,0
20713,-1,-4,-3
20722,-1,0,1
20724,1,-1,-2
20729,1,2,1
20739,0,-1,-1
20744,-2,3,5
20757,1,1,0
20763,-2,0,2
20780,2,1,-1
20835,-1,1,2
20848,-2,-2,0
20866,2,2,0
20870,1,1,0
20873,1,2,1
20880,-1,0,1
20909,2,2,0
20924,-2,-2,0
20935,-1,1,2
20964,-2,-2,0
20968,-3,1,4
20991,2,1,-1
21000,1,0,-1
21013,0,-3,-3
21021,-3,-3,0
21022,2,3,1
21027,1,1,0
21038,0,0,0
21046,-1,-2,-1
21048,1,0,-1
21054,1,2,1
21074,0,3,3
21075,0,0,0
21078,-3,-2,1
21081,5,1,-4
21092,1,1,0
21108,1,0,-1
21120,0,0,0
21141,-2,-2,0
21150,1,0,-1
21151,-1,-2,-1
21167,-2,-2,0
21174,-2,-5,-3
21184,1,1,0
21191,-2,-2,0
21194,-2,2,4
21204,3,3,0
21205,-2,1,3
21214,-2,-2,0
21216,-2,0,2
21228,-1,-2,-1
21231,0,1,1
21243,-1,-2,-1
21245,-5,-5,0
21256,-1,-1,0
21270,-1,-2,-1
21272,-1,1,2
21279,-3,-2,1
21281,-3,-2,1
21283,2,1,-1
21285,-2,-2,0
21292,0,-2,-2
21298,1,-1,-2
21320,-2,-1,1
21322,2,-1,-3
21326,-2,-2,0
21332,-2,-1,1
21333,3,2,-1
21357,-2,-2,0
21361,0,-1,-1
21380,-2,0,2
21387,2,0,-2
21397,-4,-4,0
21433,3,0,-3
21443,0,-1,-1
21449,-1,-1,0
21456,-1,0,1
21467,0,3,3
21474,1,2,1
21484,4,2,-2
21493,1,2,1
21494,-1,-1,0
21503,1,0,-1
21506,1,1,0
21526,-2,-3,-1
21535,2,-1,-3
21542,1,0,-1
21555,-1,1,2
21559,-2,-3,-1
21563,4,2,-2
21568,-2,2,4
21571,-4,1,5
21581,1,-3,-4
21597,-2,-1,1
21613,-4,-2,2
21616,1,-3,-4
21621,-2,-1,1
21624,2,4,2
21626,2,2,0
21641,2,2,0
21685,1,0,-1
21687,2,2,0
21695,0,-2,-2
21697,-2,1,3
21702,1,0,-1
21709,-2,1,3
21713,3,2,-1
21723,1,-1,-2
21726,0,3,3
21727,0,-2,-2
21735,-3,-2,1
21746,-5,-5,0
21764,-3,-5,-2
21776,0,0,0
21779,2,-2,-4
21801,2,-2,-4
21804,2,2,0
21813,-1,-3,-2
21815,-2,0,2
21822,2,1,-1
21826,-2,-2,0
21834,-2,-1,1
21842,3,3,0
21843,-1,2,3
21852,-1,-1,0
21862,0,-1,-1
21872,2,2,0
21890,2,1,-1
21898,-2,-1,1
21906,-2,0,2
21913,0,3,3
21926,0,0,0
21949,2,2,0
21955,0,-2,-2
22000,-3,-2,1
22016,-5,-4,1
22029,-4,-5,-1
22030,-1,-1,0
22067,4,0,-4
22069,-1,0,1
22115,-2,2,4
22117,-1,2,3
22127,1,2,1
22131,2,0,-2
22133,-3,-4,-1
22137,0,0,0
22139,-1,-2,-1
22142,-2,-1,1
22193,0,-2,-2
22207,-1,-1,0
22222,-1,2,3
22227,-2,-1,1
22277,-2,-1,1
22286,0,0,0
22290,0,0,0
22293,-1,1,2
22301,0,2,2
22304,0,0,0
22308,0,0,0
22310,0,1,1
22337,-2,-2,0
22344,2,1,-1
22386,0,0,0
22392,-5,-4,1
22412,0,1,1
22439,0,2,2
22444,-2,1,3
22445,-3,-1,2
22460,-1,-1,0
22477,1,2,1
22486,0,0,0
22487,-2,0,2
22523,1,2,1
22536,-1,-2,-1
22552,-3,-3,0
22559,-1,2,3
22562,-1,0,1
22563,0,1,1
22567,0,1,1
22582,2,0,-2
22594,-5,-5,0
22595,2,-1,-3
22605,-3,-4,-1
22613,-1,0,1
22624,4,3,-1
22652,-2,0,2
22654,0,-2,-2
22655,2,2,0
22680,-2,0,2
22687,-3,1,4
22701,-1,2,3
22705,-3,-3,0
22726,3,2,-1
22730,-1,0,1
22736,0,0,0
22737,-1,0,1
22738,2,2,0
22788,0,-2,-2
22806,-3,0,3
22818,0,1,1
22858,-4,-2,2
22860,1,-3,-4
22865,2,2,0
22866,2,2,0
22883,3,3,0
22926,-1,-2,-1
22927,0,-2,-2
22940,3,-1,-4
22947,2,2,0
22969,-1,1,2
22972,1,2,1
22991,-2,-2,0
22999,-1,-1,0
23001,2,2,0
23002,2,2,0
23004,-2,-2,0
23006,-1,0,1
23039,2,1,-1
23040,1,-1,-2
23070,1,1,0
23071,-2,-2,0
23074,2,0,-2
23075,-1,-1,0
23078,-1,0,1
23099,0,-1,-1
23107,-3,-5,-2
23108,1,2,1
23111,0,0,0
23115,-2,-4,-2
23116,-3,-4,-1
23117,1,1,0
23120,-5,-3,2
23121,2,3,1
23122,0,-2,-2
23148,-1,-1,0
23152,0,0,0
23170,2,0,-2
23181,5,3,-2
23208,0,0,0
23216,2,1,-1
23233,-3,-3,0
23236,0,3,3
23244,0,-1,-1
23260,-1,-2,-1
23275,3,2,-1
23285,-1,-3,-2
23297,2,0,-2
23301,1,2,1
23306,2,1,-1
23311,-4,-4,0
23322,0,1,1
23330,-5,1,6
23332,0,3,3
23337,0,1,1
23338,-1,-1,0
23341,-4,-4,0
23342,-2,-3,-1
23355,-2,-2,0
23362,1,1,0
23384,1,1,0
23398,1,3,2
23413,1,2,1
23415,2,1,-1
23427,-3,-2,1
23446,-1,-1,0
23454,2,0,-2
23464,2,1,-1
23478,-1,2,3
23503,2,0,-2
23504,-4,-1,3
23512,0,0,0
23528,0,0,0
23565,2,2,0
23567,-4,-5,-1
23573,2,2,0
23585,-2,-1,1
23592,-2,-1,1
23597,-2,-2,0
23612,-1,-1,0
23614,-1,-1,0
23619,0,1,1
23665,-2,0,2
23678,-4,0,4
23682,-1,-1,0
23693,-1,-2,-1
23703,-2,-3,-1
23706,-3,0,3
23709,-2,-2,0
23718,-1,2,3
23724,0,0,0
23732,3,2,-1
23752,-2,-2,0
23767,-1,0,1
23768,0,0,0
23770,-2,-3,-1
23773,1,2,1
23786,1,-1,-2
23805,1,-2,-3
23818,-1,-2,-1
23834,-2,-1,1
23838,-2,-4,-2
23849,-3,-2,1
23855,-1,-1,0
23856,-2,2,4
23857,2,1,-1
23866,0,-1,-1
23872,0,0,0
23877,2,2,0
23890,3,5,2
23906,-2,-3,-1
23908,-1,-3,-2
23913,2,-1,-3
23923,-4,-2,2
23937,-1,-1,0
23945,-1,0,1
23953,0,-1,-1
23955,1,2,1
23957,0,2,2
23962,1,2,1
23969,1,1,0
23974,1,1,0
23976,4,3,-1
23977,-1,1,2
23995,2,5,3
24002,-1,-1,0
24009,2,1,-1
24010,-1,2,3
24011,1,-2,-3
24022,-2,-4,-2
24034,2,2,0
24036,-1,0,1
24045,2,-1,-3
24046,0,2,2
24057,1,1,0
24062,-1,-2,-1
24063,5,3,-2
24079,2,2,0
24095,-1,3,4
24100,2,1,-1
24101,-1,-1,0
24132,1,0,-1
24148,-2,0,2
24174,-3,-3,0
24207,1,2,1
24211,1,0,-1
24231,0,-2,-2
24277,-1,1,2
24284,1,2,1
24291,2,3,1
24293,1,1,0
24302,-2,1,3
24313,-3,-2,1
